                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    528,                 0.4505,                 0.2849,                0.85681,                0.85294,                0.83831,                 0.8494,                0.47765,                 1.3324,                0.56487,                 1.3357,             0.00036779,             0.00036779,             0.00036779
                    529,                0.45726,                0.28811,                0.86341,                0.87135,                0.83447,                0.86046,                0.47222,                 1.3337,                0.57516,                 1.3406,             0.00036703,             0.00036703,             0.00036703
                    530,                0.44905,                0.28311,                0.85549,                0.83297,                0.81984,                0.81962,                0.45115,                 1.3286,                0.58492,                 1.3338,             0.00036627,             0.00036627,             0.00036627
                    531,                 0.4461,                  0.284,                0.85598,                0.81634,                0.83025,                0.81506,                0.45368,                 1.3238,                0.58139,                  1.328,             0.00036551,             0.00036551,             0.00036551
                    532,                0.43883,                0.28066,                0.85446,                0.82662,                0.85253,                0.84957,                0.47655,                 1.3269,                0.57502,                 1.3383,             0.00036474,             0.00036474,             0.00036474
                    533,                0.43603,                0.27766,                0.85739,                0.84091,                0.86077,                0.84822,                 0.4704,                  1.331,                 0.5829,                 1.3441,             0.00036398,             0.00036398,             0.00036398
                    534,                0.46233,                0.28664,                0.86029,                0.83675,                 0.8392,                0.83715,                0.46254,                 1.3458,                0.58495,                 1.3507,             0.00036322,             0.00036322,             0.00036322
                    535,                0.45244,                0.28314,                0.85317,                0.80714,                0.81399,                0.82575,                0.46317,                 1.3459,                0.58731,                 1.3444,             0.00036246,             0.00036246,             0.00036246
                    536,                0.45433,                0.28608,                 0.8554,                0.82052,                0.84158,                0.84878,                0.46534,                 1.3416,                0.60531,                 1.3358,              0.0003617,              0.0003617,              0.0003617
                    537,                0.45467,                 0.2843,                0.85559,                0.83416,                0.84956,                0.83297,                0.46574,                 1.3536,                0.60689,                 1.3391,             0.00036094,             0.00036094,             0.00036094
                    538,                0.44875,                0.28423,                0.85661,                0.81474,                0.86476,                0.84563,                0.46882,                 1.3461,                 0.5891,                 1.3426,             0.00036018,             0.00036018,             0.00036018
                    539,                0.45008,                0.28352,                0.85822,                0.81323,                0.83709,                0.84291,                0.46821,                 1.3293,                0.59792,                 1.3397,             0.00035942,             0.00035942,             0.00035942
                    540,                0.44549,                0.28037,                0.85528,                0.82562,                0.81276,                0.81201,                0.45367,                 1.3428,                0.61244,                  1.338,             0.00035865,             0.00035865,             0.00035865
                    541,                0.45851,                0.28672,                0.85927,                0.80871,                 0.8529,                0.82881,                0.45735,                 1.3349,                0.60289,                 1.3358,             0.00035789,             0.00035789,             0.00035789
                    542,                0.44561,                0.28254,                0.86065,                0.82116,                0.84289,                0.83819,                0.46218,                 1.3342,                0.59547,                 1.3338,             0.00035713,             0.00035713,             0.00035713
                    543,                 0.4466,                0.28462,                0.85737,                0.81524,                0.83966,                0.84175,                0.46864,                 1.3293,                0.59908,                 1.3353,             0.00035637,             0.00035637,             0.00035637
                    544,                0.43901,                0.27859,                 0.8556,                0.81752,                0.86436,                0.83885,                0.45941,                  1.348,                0.59407,                  1.342,             0.00035561,             0.00035561,             0.00035561
                    545,                0.45871,                0.28824,                 0.8628,                0.80416,                0.83368,                0.84169,                0.45838,                 1.3515,                0.59721,                  1.343,             0.00035485,             0.00035485,             0.00035485
                    546,                0.44409,                0.28091,                0.85529,                0.81367,                0.81682,                0.83723,                0.46128,                 1.3287,                0.58644,                 1.3385,             0.00035409,             0.00035409,             0.00035409
                    547,                0.45065,                0.28414,                0.86054,                0.81613,                0.83297,                0.84757,                0.46744,                 1.3327,                0.58575,                 1.3302,             0.00035332,             0.00035332,             0.00035332
                    548,                0.46154,                0.28952,                0.85599,                0.87766,                0.83649,                0.85336,                0.47001,                 1.3252,                0.57983,                 1.3309,             0.00035256,             0.00035256,             0.00035256
                    549,                0.46388,                0.29112,                0.86679,                0.87006,                0.84038,                0.86722,                0.47782,                 1.3246,                0.57057,                 1.3397,              0.0003518,              0.0003518,              0.0003518
                    550,                0.45884,                 0.2863,                0.86187,                0.91014,                0.83014,                0.85605,                0.47299,                  1.332,                0.57659,                 1.3387,             0.00035104,             0.00035104,             0.00035104
                    551,                0.45483,                0.28758,                0.85593,                0.88161,                0.83916,                0.84837,                  0.472,                 1.3184,                0.59145,                  1.334,             0.00035028,             0.00035028,             0.00035028
                    552,                0.45259,                0.28308,                 0.8559,                0.89119,                0.84614,                0.85387,                0.47271,                 1.3283,                0.58685,                 1.3307,             0.00034952,             0.00034952,             0.00034952
                    553,                 0.4596,                0.28666,                0.85743,                0.81557,                0.82847,                0.80874,                 0.4562,                 1.3276,                0.59989,                 1.3346,             0.00034876,             0.00034876,             0.00034876
                    554,                0.45417,                0.28531,                0.85652,                 0.8234,                0.84193,                0.82628,                0.46474,                 1.3366,                0.60559,                 1.3385,               0.000348,               0.000348,               0.000348
                    555,                0.44445,                0.28183,                 0.8494,                0.82555,                0.84204,                0.82521,                0.46534,                 1.3326,                0.60253,                 1.3315,             0.00034723,             0.00034723,             0.00034723
                    556,                0.44375,                0.28072,                0.85169,                0.83701,                0.85138,                 0.8418,                0.46511,                 1.3294,                0.59924,                 1.3299,             0.00034647,             0.00034647,             0.00034647
                    557,                0.45089,                  0.283,                0.85814,                0.84125,                  0.843,                0.83807,                0.45955,                 1.3382,                0.59246,                 1.3408,             0.00034571,             0.00034571,             0.00034571
                    558,                0.44862,                0.28533,                 0.8568,                 0.8268,                0.82731,                0.81537,                0.46074,                 1.3319,                0.58725,                 1.3362,             0.00034495,             0.00034495,             0.00034495
                    559,                0.43717,                0.28086,                  0.851,                0.81485,                0.81304,                0.81291,                0.46467,                 1.3353,                 0.5919,                 1.3396,             0.00034419,             0.00034419,             0.00034419
                    560,                0.44747,                0.28364,                0.85527,                0.82956,                0.85098,                0.84025,                0.47561,                 1.3246,                0.58598,                 1.3349,             0.00034343,             0.00034343,             0.00034343
                    561,                0.44903,                0.28259,                0.85414,                0.80206,                0.82092,                0.80267,                0.45362,                 1.3339,                0.57706,                 1.3569,             0.00034267,             0.00034267,             0.00034267
                    562,                0.46057,                0.28924,                0.86593,                0.80871,                0.83608,                0.81457,                0.45469,                 1.3381,                0.59107,                 1.3557,             0.00034191,             0.00034191,             0.00034191
                    563,                0.44226,                0.28075,                0.85689,                0.80853,                0.84634,                0.82292,                0.46283,                 1.3341,                0.58372,                 1.3433,             0.00034114,             0.00034114,             0.00034114
                    564,                0.44526,                0.28204,                0.85418,                0.83383,                0.82926,                0.82848,                0.47488,                 1.3087,                0.57555,                 1.3316,             0.00034038,             0.00034038,             0.00034038
                    565,                0.44932,                0.28275,                 0.8601,                0.84155,                0.82617,                0.83832,                0.47141,                 1.3215,                0.57312,                 1.3264,             0.00033962,             0.00033962,             0.00033962
                    566,                 0.4433,                0.27949,                0.85488,                0.88967,                0.81514,                0.83589,                0.47684,                 1.3216,                0.57783,                 1.3246,             0.00033886,             0.00033886,             0.00033886
                    567,                0.44623,                0.28171,                0.85875,                0.81749,                0.83627,                0.84081,                0.46959,                 1.3205,                0.58066,                 1.3244,              0.0003381,              0.0003381,              0.0003381
                    568,                0.43217,                0.27821,                0.85438,                0.87269,                0.84049,                0.85623,                0.48329,                 1.3279,                0.57115,                 1.3293,             0.00033734,             0.00033734,             0.00033734
                    569,                 0.4261,                 0.2746,                0.84975,                0.93054,                0.82797,                0.86828,                0.48409,                 1.3277,                0.57177,                 1.3281,             0.00033658,             0.00033658,             0.00033658
                    570,                0.42909,                0.27521,                0.84796,                0.82104,                0.84953,                0.83717,                0.46597,                 1.3312,                0.58169,                 1.3259,             0.00033581,             0.00033581,             0.00033581
                    571,                0.43244,                0.27646,                0.85386,                0.84825,                 0.8131,                0.82537,                  0.463,                 1.3279,                0.59092,                 1.3318,             0.00033505,             0.00033505,             0.00033505
                    572,                0.43239,                0.27682,                0.85469,                0.82815,                0.81547,                0.82331,                0.46529,                 1.3281,                0.58941,                 1.3368,             0.00033429,             0.00033429,             0.00033429
                    573,                0.45084,                0.28276,                0.85716,                0.87776,                0.84728,                0.85631,                0.48447,                 1.3228,                0.57878,                 1.3365,             0.00033353,             0.00033353,             0.00033353
                    574,                0.45014,                0.28304,                0.86237,                0.87511,                0.83352,                0.85493,                0.49361,                 1.3229,                0.57785,                  1.326,             0.00033277,             0.00033277,             0.00033277
                    575,                0.45729,                0.28335,                0.85175,                0.85539,                0.85955,                0.85963,                0.48419,                 1.3312,                 0.5887,                 1.3343,             0.00033201,             0.00033201,             0.00033201
                    576,                0.46924,                0.29124,                0.86024,                0.90463,                0.83646,                 0.8686,                0.48451,                 1.3286,                0.57691,                 1.3427,             0.00033125,             0.00033125,             0.00033125
                    577,                0.46392,                0.28972,                 0.8608,                0.86795,                0.85254,                0.86941,                0.49053,                 1.3267,                0.57985,                 1.3475,             0.00033049,             0.00033049,             0.00033049
                    578,                0.43882,                0.27668,                0.85358,                0.88977,                0.86013,                 0.8752,                0.48214,                 1.3424,                0.58645,                 1.3429,             0.00032972,             0.00032972,             0.00032972
                    579,                 0.4403,                0.27795,                0.85738,                0.87317,                 0.8332,                 0.8496,                0.48959,                 1.3312,                0.59065,                 1.3397,             0.00032896,             0.00032896,             0.00032896
                    580,                0.42798,                0.27362,                0.85161,                0.82662,                0.82498,                0.82792,                0.46905,                 1.3272,                0.58852,                 1.3424,              0.0003282,              0.0003282,              0.0003282
                    581,                0.42405,                0.27167,                0.85274,                0.85844,                0.81797,                0.83742,                 0.4634,                 1.3371,                0.62002,                 1.3386,             0.00032744,             0.00032744,             0.00032744
                    582,                0.42664,                0.27132,                0.84964,                0.89062,                0.81244,                0.82985,                0.46657,                 1.3368,                0.61838,                 1.3378,             0.00032668,             0.00032668,             0.00032668
                    583,                0.42652,                0.27136,                0.84909,                 0.8279,                0.84092,                0.82969,                0.46427,                 1.3278,                0.59429,                 1.3381,             0.00032592,             0.00032592,             0.00032592
                    584,                 0.4496,                0.28435,                0.85818,                 0.9486,                0.81429,                0.86036,                0.47465,                 1.3307,                0.58503,                 1.3322,             0.00032516,             0.00032516,             0.00032516
                    585,                0.44155,                0.27971,                0.85271,                 0.8443,                0.83478,                0.85226,                 0.4731,                 1.3284,                0.57589,                 1.3368,             0.00032439,             0.00032439,             0.00032439
                    586,                0.45077,                0.28316,                0.85232,                0.89137,                0.84681,                0.87293,                0.47822,                  1.326,                0.57533,                 1.3452,             0.00032363,             0.00032363,             0.00032363
                    587,                0.43703,                0.27648,                0.85036,                0.84094,                 0.8432,                0.85566,                0.46808,                 1.3321,                0.57913,                 1.3428,             0.00032287,             0.00032287,             0.00032287
                    588,                0.43634,                0.27658,                0.85107,                0.90587,                  0.829,                0.84591,                0.47447,                 1.3258,                0.57943,                 1.3406,             0.00032211,             0.00032211,             0.00032211
                    589,                0.42222,                0.26969,                 0.8461,                0.89763,                  0.768,                0.80292,                0.45584,                 1.3392,                0.61953,                 1.3552,             0.00032135,             0.00032135,             0.00032135
                    590,                0.41574,                0.26666,                0.84617,                 0.8969,                0.83749,                0.85386,                0.47534,                 1.3357,                0.59306,                 1.3319,             0.00032059,             0.00032059,             0.00032059
                    591,                0.42991,                0.27283,                0.85106,                0.86057,                0.84196,                0.85987,                0.47911,                 1.3151,                 0.5848,                 1.3332,             0.00031983,             0.00031983,             0.00031983
                    592,                 0.4358,                0.27479,                0.85081,                0.82691,                0.87623,                0.83812,                0.47377,                 1.3128,                0.57901,                  1.341,             0.00031907,             0.00031907,             0.00031907
                    593,                0.42407,                0.27175,                0.84958,                0.89818,                0.84261,                0.85497,                 0.4772,                  1.321,                 0.5843,                 1.3347,              0.0003183,              0.0003183,              0.0003183
                    594,                0.43676,                0.27558,                0.85371,                0.82954,                0.86777,                0.84632,                0.47325,                 1.3262,                0.57673,                  1.342,             0.00031754,             0.00031754,             0.00031754
                    595,                0.42459,                0.27338,                0.85108,                0.82175,                0.85233,                0.83075,                0.46577,                 1.3524,                0.58605,                 1.3522,             0.00031678,             0.00031678,             0.00031678
                    596,                0.43155,                0.27354,                0.84895,                0.92062,                0.83694,                0.86311,                0.47438,                 1.3251,                0.57112,                 1.3427,             0.00031602,             0.00031602,             0.00031602
                    597,                0.41911,                0.26959,                0.85013,                0.83194,                0.85006,                0.84182,                0.46904,                 1.3412,                0.58303,                 1.3441,             0.00031526,             0.00031526,             0.00031526
                    598,                 0.4224,                 0.2722,                0.84766,                0.80984,                0.85602,                0.82194,                0.45831,                 1.3358,                0.57519,                   1.34,              0.0003145,              0.0003145,              0.0003145
                    599,                0.42218,                0.26898,                0.85071,                0.88284,                0.83516,                0.84986,                0.47183,                 1.3211,                0.57123,                 1.3336,             0.00031374,             0.00031374,             0.00031374
                    600,                0.42301,                0.26874,                0.84913,                0.87423,                0.84201,                0.84549,                0.47415,                 1.3216,                0.56951,                   1.33,             0.00031298,             0.00031298,             0.00031298
                    601,                0.43308,                0.27578,                0.85402,                0.82547,                0.85182,                0.83248,                0.47066,                 1.3306,                0.57144,                 1.3297,             0.00031221,             0.00031221,             0.00031221
                    602,                 0.4423,                  0.277,                0.85964,                0.76009,                0.81533,                0.79857,                0.44308,                 1.3331,                0.60097,                 1.3263,             0.00031145,             0.00031145,             0.00031145
                    603,                0.43265,                0.27343,                0.85102,                0.81199,                0.85099,                0.83646,                 0.4606,                 1.3373,                0.60131,                 1.3346,             0.00031069,             0.00031069,             0.00031069
                    604,                0.43365,                 0.2758,                0.85156,                 0.8631,                0.84126,                0.83671,                0.46598,                 1.3276,                0.59951,                 1.3391,             0.00030993,             0.00030993,             0.00030993
                    605,                0.43762,                0.27683,                0.85449,                0.84554,                0.82951,                0.81498,                 0.4605,                 1.3264,                0.59847,                 1.3339,             0.00030917,             0.00030917,             0.00030917
                    606,                0.43037,                0.27235,                0.84647,                 0.8016,                0.80966,                0.79555,                0.45193,                 1.3224,                0.59952,                 1.3236,             0.00030841,             0.00030841,             0.00030841
                    607,                0.43853,                0.27654,                0.85234,                0.80617,                0.84211,                 0.8388,                0.46366,                 1.3355,                0.59743,                 1.3385,             0.00030765,             0.00030765,             0.00030765
                    608,                0.41902,                0.26902,                0.84565,                0.87808,                0.79311,                0.81843,                0.45867,                 1.3308,                0.60139,                 1.3458,             0.00030688,             0.00030688,             0.00030688
                    609,                0.43369,                0.27459,                 0.8523,                0.88403,                0.79451,                0.81982,                0.45727,                 1.3376,                0.59489,                 1.3449,             0.00030612,             0.00030612,             0.00030612
                    610,                0.42427,                 0.2703,                0.85095,                0.80193,                0.84446,                0.80413,                0.45514,                 1.3276,                0.59344,                 1.3373,             0.00030536,             0.00030536,             0.00030536
                    611,                 0.4308,                0.27118,                0.85004,                0.80819,                0.86028,                0.82652,                0.46321,                 1.3349,                  0.591,                 1.3565,              0.0003046,              0.0003046,              0.0003046
                    612,                0.42928,                0.27199,                0.84845,                 0.8087,                0.84121,                0.82123,                 0.4588,                 1.3433,                0.59217,                 1.3538,             0.00030384,             0.00030384,             0.00030384
                    613,                0.41802,                0.26657,                0.84498,                0.83556,                 0.8343,                0.83763,                0.46138,                 1.3377,                0.59167,                  1.343,             0.00030308,             0.00030308,             0.00030308
                    614,                0.41562,                 0.2672,                0.85007,                0.87835,                0.81689,                0.82313,                0.46482,                 1.3321,                0.59366,                 1.3361,             0.00030232,             0.00030232,             0.00030232
                    615,                0.42591,                0.27155,                0.85072,                0.88377,                0.79997,                0.83462,                0.47328,                  1.326,                0.57982,                 1.3357,             0.00030156,             0.00030156,             0.00030156
                    616,                0.41668,                0.26642,                0.84619,                0.85595,                0.81632,                0.83749,                0.47112,                 1.3356,                0.58654,                 1.3392,             0.00030079,             0.00030079,             0.00030079
                    617,                0.42293,                0.26957,                0.84732,                0.81294,                0.83587,                0.81795,                0.45876,                  1.335,                0.58423,                  1.331,             0.00030003,             0.00030003,             0.00030003
                    618,                0.43112,                0.27157,                0.84428,                0.82631,                0.83402,                0.84497,                0.46743,                  1.332,                0.59959,                 1.3352,             0.00029927,             0.00029927,             0.00029927
                    619,                0.42108,                0.26939,                0.84788,                0.83236,                0.84537,                0.84898,                0.47249,                 1.3375,                0.59523,                 1.3352,             0.00029851,             0.00029851,             0.00029851
                    620,                0.41618,                0.26668,                0.84725,                 0.8203,                0.83611,                0.82544,                 0.4579,                 1.3315,                0.59342,                 1.3346,             0.00029775,             0.00029775,             0.00029775
                    621,                0.42865,                0.27116,                0.84797,                0.86632,                0.81038,                 0.8262,                0.46533,                 1.3298,                0.58329,                 1.3279,             0.00029699,             0.00029699,             0.00029699
                    622,                0.42213,                0.27224,                0.84863,                0.83701,                0.84128,                0.83147,                0.46526,                 1.3266,                0.57865,                 1.3285,             0.00029623,             0.00029623,             0.00029623
                    623,                 0.4245,                0.26858,                0.85026,                0.82512,                0.83611,                0.82011,                0.45249,                 1.3295,                0.58737,                 1.3344,             0.00029547,             0.00029547,             0.00029547
                    624,                0.41266,                0.26219,                0.84508,                0.83644,                0.81838,                0.81495,                 0.4523,                 1.3291,                0.58882,                 1.3323,              0.0002947,              0.0002947,              0.0002947
                    625,                0.41015,                0.26559,                0.84608,                0.86292,                0.80589,                0.83161,                0.46332,                 1.3329,                0.60519,                 1.3372,             0.00029394,             0.00029394,             0.00029394
                    626,                0.41987,                0.26698,                0.84885,                0.79358,                0.82938,                0.80371,                0.45212,                 1.3085,                 0.5977,                 1.3339,             0.00029318,             0.00029318,             0.00029318
                    627,                0.41669,                0.26808,                0.84547,                0.83646,                0.83459,                0.82383,                0.46421,                 1.3332,                0.57953,                 1.3331,             0.00029242,             0.00029242,             0.00029242
                    628,                0.43242,                0.27394,                0.85176,                  0.829,                0.85779,                0.83623,                0.47034,                 1.3255,                0.57982,                 1.3276,             0.00029166,             0.00029166,             0.00029166
                    629,                0.41547,                0.26413,                 0.8459,                 0.8091,                0.86013,                0.82708,                0.46678,                 1.3113,                0.58153,                 1.3311,              0.0002909,              0.0002909,              0.0002909
                    630,                0.41788,                0.26641,                0.84173,                0.82354,                0.81765,                0.82182,                0.46258,                 1.3213,                0.58721,                 1.3301,             0.00029014,             0.00029014,             0.00029014
                    631,                0.43424,                0.27641,                 0.8518,                0.81638,                0.80785,                0.80136,                0.45173,                 1.3193,                0.58472,                 1.3321,             0.00028937,             0.00028937,             0.00028937
                    632,                0.43048,                0.27181,                0.84821,                0.82268,                0.82135,                0.81063,                0.45747,                 1.3099,                0.58613,                 1.3329,             0.00028861,             0.00028861,             0.00028861
                    633,                0.42522,                0.26908,                 0.8467,                0.82584,                0.82333,                0.82103,                0.46113,                  1.326,                0.58605,                  1.341,             0.00028785,             0.00028785,             0.00028785
                    634,                0.41078,                 0.2648,                 0.8481,                0.82302,                0.82259,                0.81223,                0.46048,                 1.3228,                0.58466,                  1.339,             0.00028709,             0.00028709,             0.00028709
                    635,                0.42574,                 0.2711,                0.84943,                0.80343,                0.82874,                0.82193,                0.46229,                 1.3252,                0.57315,                 1.3465,             0.00028633,             0.00028633,             0.00028633
                    636,                0.42656,                 0.2694,                0.85017,                0.79851,                0.83067,                0.81835,                0.45992,                 1.3293,                0.57458,                 1.3403,             0.00028557,             0.00028557,             0.00028557
                    637,                0.41913,                0.26488,                0.84195,                0.80429,                0.84477,                0.81593,                0.45134,                 1.3265,                0.57398,                  1.341,             0.00028481,             0.00028481,             0.00028481
                    638,                0.41797,                0.26568,                0.84816,                0.80794,                0.84415,                0.82018,                0.46203,                 1.3236,                0.57554,                 1.3357,             0.00028405,             0.00028405,             0.00028405
                    639,                0.41663,                0.26639,                0.84826,                0.82607,                0.84338,                0.83033,                0.47314,                 1.3244,                0.56858,                 1.3308,             0.00028328,             0.00028328,             0.00028328
                    640,                0.39748,                0.25751,                0.84368,                0.80992,                0.84366,                0.82322,                0.46057,                 1.3372,                0.59027,                 1.3346,             0.00028252,             0.00028252,             0.00028252
                    641,                 0.4159,                0.26439,                0.84791,                0.80897,                0.84917,                0.81225,                0.46466,                 1.3336,                0.58613,                  1.346,             0.00028176,             0.00028176,             0.00028176
                    642,                0.41539,                0.26411,                0.84498,                0.80552,                0.85777,                0.81949,                0.46462,                 1.3343,                0.58037,                 1.3461,               0.000281,               0.000281,               0.000281
                    643,                0.39641,                0.25691,                0.84502,                0.81469,                 0.8482,                0.82859,                0.47102,                 1.3204,                0.57578,                 1.3394,             0.00028024,             0.00028024,             0.00028024
                    644,                0.40267,                0.26139,                0.84514,                 0.8401,                0.84559,                0.83304,                0.46848,                 1.3258,                  0.574,                  1.335,             0.00027948,             0.00027948,             0.00027948
                    645,                0.41441,                0.26372,                0.84657,                0.87248,                0.85588,                0.86263,                0.47443,                 1.3342,                0.58874,                 1.3422,             0.00027872,             0.00027872,             0.00027872
                    646,                0.41414,                0.26888,                  0.844,                0.90156,                0.83819,                0.87037,                0.47374,                 1.3313,                0.58955,                 1.3453,             0.00027796,             0.00027796,             0.00027796
                    647,                0.41458,                0.26439,                0.84471,                0.92117,                0.83058,                0.86218,                0.46997,                 1.3332,                0.59191,                  1.347,             0.00027719,             0.00027719,             0.00027719
                    648,                0.40401,                 0.2611,                0.84498,                0.89801,                0.82065,                0.85336,                0.47043,                 1.3421,                0.58918,                 1.3573,             0.00027643,             0.00027643,             0.00027643
                    649,                0.40705,                0.26273,                0.84243,                0.84495,                0.81542,                0.82987,                0.46943,                 1.3371,                0.59587,                 1.3484,             0.00027567,             0.00027567,             0.00027567
                    650,                0.41026,                0.26134,                0.84416,                 0.8333,                0.81894,                0.83342,                0.46885,                 1.3316,                0.58988,                 1.3402,             0.00027491,             0.00027491,             0.00027491
                    651,                0.41394,                0.26439,                0.84402,                0.87846,                0.81403,                0.84608,                0.47481,                 1.3307,                0.59195,                 1.3401,             0.00027415,             0.00027415,             0.00027415
                    652,                0.41044,                0.26277,                0.84299,                0.81927,                0.84825,                 0.8321,                0.47015,                  1.334,                0.58768,                 1.3393,             0.00027339,             0.00027339,             0.00027339
                    653,                0.40847,                0.26144,                0.84554,                0.81813,                0.83373,                0.82968,                0.47042,                 1.3289,                0.59102,                 1.3393,             0.00027263,             0.00027263,             0.00027263
                    654,                0.39816,                0.25888,                0.84359,                0.81808,                0.85094,                0.82954,                0.47075,                 1.3295,                0.58081,                  1.341,             0.00027186,             0.00027186,             0.00027186
                    655,                0.39546,                0.25578,                0.84046,                0.82654,                0.82217,                  0.825,                0.46757,                 1.3308,                0.58451,                 1.3415,              0.0002711,              0.0002711,              0.0002711
                    656,                0.40626,                0.26351,                0.84784,                0.84648,                0.82104,                 0.8394,                0.47363,                 1.3296,                0.58376,                 1.3417,             0.00027034,             0.00027034,             0.00027034
                    657,                0.40994,                0.26383,                0.84648,                0.83775,                0.82277,                  0.829,                0.47168,                 1.3277,                0.57775,                 1.3371,             0.00026958,             0.00026958,             0.00026958
                    658,                0.41589,                0.26373,                0.84783,                0.82014,                0.82502,                0.83193,                0.46766,                 1.3285,                0.58273,                  1.341,             0.00026882,             0.00026882,             0.00026882
                    659,                0.39883,                0.25896,                0.84111,                0.83574,                0.84765,                0.84114,                0.46875,                  1.334,                0.58506,                 1.3413,             0.00026806,             0.00026806,             0.00026806
                    660,                0.41713,                0.26243,                0.84539,                 0.8516,                0.84345,                0.83968,                0.46904,                 1.3266,                0.58256,                 1.3429,              0.0002673,              0.0002673,              0.0002673
                    661,                0.40912,                0.26135,                0.84193,                0.81483,                0.85473,                0.82778,                0.46264,                 1.3372,                0.58581,                 1.3443,             0.00026654,             0.00026654,             0.00026654
