                  epoch,           train/box_om,           train/cls_om,           train/dfl_om,           train/box_oo,           train/cls_oo,           train/dfl_oo,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),             val/box_om,             val/cls_om,             val/dfl_om,             val/box_oo,             val/cls_oo,             val/dfl_oo,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    561,                0.37433,                0.22577,                0.81084,                0.48113,                0.17819,                0.80949,                0.84619,                0.88149,                0.86006,                0.46956,                 1.3954,                  0.598,                 1.3571,                 1.4904,                0.64025,                 1.3465,             0.00031887,             0.00031887,             0.00031887
                    562,                0.40781,                0.24097,                0.82095,                  0.521,                0.18675,                0.82379,                0.87514,                 0.8743,                0.85577,                 0.4633,                  1.396,                0.61399,                 1.3668,                 1.4992,                0.66995,                 1.3545,             0.00031816,             0.00031816,             0.00031816
                    563,                0.41919,                0.24191,                0.82424,                0.53664,                0.19633,                0.82806,                0.87176,                0.88855,                 0.8644,                 0.4649,                 1.3954,                0.61335,                 1.3564,                 1.4881,                0.67538,                 1.3351,             0.00031745,             0.00031745,             0.00031745
                    564,                0.38877,                0.23234,                0.81941,                0.49208,                0.18195,                0.81551,                 0.8702,                0.88323,                0.86029,                0.46678,                  1.391,                0.60542,                 1.3494,                 1.4885,                0.67501,                 1.3342,             0.00031674,             0.00031674,             0.00031674
                    565,                0.37839,                0.22928,                0.82129,                0.44539,                 0.1638,                0.82288,                0.84246,                0.90103,                0.86641,                0.46293,                 1.3995,                0.62461,                 1.3659,                 1.4948,                0.69863,                 1.3502,             0.00031604,             0.00031604,             0.00031604
                    566,                0.39012,                0.22917,                0.80935,                0.55249,                0.20082,                0.80386,                0.80415,                0.87974,                0.84583,                0.44683,                 1.4022,                0.61848,                   1.37,                 1.4994,                0.72155,                 1.3541,             0.00031533,             0.00031533,             0.00031533
                    567,                0.40899,                0.23369,                0.82576,                0.53086,                  0.201,                0.82363,                0.83993,                0.86769,                0.84883,                0.44852,                 1.4012,                0.61045,                  1.371,                 1.4969,                0.72613,                 1.3494,             0.00031462,             0.00031462,             0.00031462
                    568,                0.40114,                0.23198,                0.81982,                0.52537,                0.18188,                0.81769,                 0.8618,                 0.8596,                0.84749,                0.44942,                 1.4021,                0.62341,                 1.3686,                 1.5048,                0.72537,                 1.3494,             0.00031392,             0.00031392,             0.00031392
                    569,                0.38911,                0.23021,                0.81359,                 0.5125,                0.19416,                0.81671,                0.88072,                0.86554,                0.85643,                0.45467,                 1.3901,                0.61573,                 1.3616,                 1.4943,                0.70661,                 1.3458,             0.00031321,             0.00031321,             0.00031321
                    570,                0.41067,                0.24003,                0.81297,                0.53151,                0.19607,                0.80996,                0.88515,                 0.8643,                0.86686,                0.46647,                 1.3865,                0.61034,                 1.3509,                 1.4944,                0.69631,                 1.3389,              0.0003125,              0.0003125,              0.0003125
                    571,                0.39161,                0.23429,                 0.8137,                  0.519,                0.18977,                0.81704,                0.85187,                0.90367,                 0.8633,                0.46284,                 1.3902,                0.60314,                 1.3595,                 1.4942,                0.69042,                 1.3447,              0.0003118,              0.0003118,              0.0003118
                    572,                0.36631,                0.22933,                0.81575,                0.47249,                0.18518,                0.81989,                0.86733,                0.90462,                0.87083,                0.47473,                 1.3882,                0.61274,                   1.37,                 1.4926,                0.67681,                 1.3463,             0.00031109,             0.00031109,             0.00031109
                    573,                 0.3832,                0.22525,                0.80882,                 0.4855,                0.17719,                0.80956,                0.85738,                0.92003,                0.87119,                0.47538,                 1.3748,                0.61284,                  1.356,                 1.4802,                0.69283,                 1.3403,             0.00031038,             0.00031038,             0.00031038
                    574,                0.38276,                0.22987,                0.81046,                0.50924,                0.18304,                 0.8133,                0.87381,                0.87974,                0.86377,                 0.4667,                 1.3861,                0.62109,                 1.3633,                 1.4814,                0.69366,                 1.3423,             0.00030968,             0.00030968,             0.00030968
                    575,                0.38496,                0.23045,                0.80948,                0.53208,                0.18998,                0.80899,                0.86694,                0.88796,                0.86988,                0.47424,                 1.3845,                 0.6161,                 1.3575,                 1.4789,                0.68202,                 1.3376,             0.00030897,             0.00030897,             0.00030897
                    576,                0.37427,                0.22176,                0.80591,                0.50207,                0.17691,                0.80742,                0.87963,                0.91143,                0.87655,                 0.4798,                  1.378,                0.61772,                 1.3537,                 1.4801,                0.67284,                 1.3341,             0.00030826,             0.00030826,             0.00030826
                    577,                0.38768,                0.22328,                0.82319,                0.49015,                0.17576,                 0.8193,                0.87072,                0.88289,                0.86305,                0.48042,                 1.3755,                0.61629,                 1.3598,                 1.4774,                0.68321,                 1.3398,             0.00030756,             0.00030756,             0.00030756
                    578,                0.38751,                0.23243,                0.80941,                0.51374,                0.19565,                0.80773,                0.82923,                0.88942,                0.85131,                0.47104,                 1.3789,                0.63302,                 1.3523,                 1.4841,                0.70848,                 1.3373,             0.00030685,             0.00030685,             0.00030685
                    579,                0.38229,                0.22686,                0.81604,                0.48587,                0.17551,                 0.8139,                0.81881,                0.84507,                0.83267,                0.45901,                 1.3794,                0.63305,                 1.3461,                 1.4858,                0.70368,                 1.3329,             0.00030614,             0.00030614,             0.00030614
                    580,                0.38866,                0.23103,                0.81569,                0.50854,                0.18569,                0.81591,                0.82624,                0.84307,                0.83033,                0.45725,                 1.3765,                0.62982,                 1.3521,                 1.4851,                0.68095,                 1.3363,             0.00030543,             0.00030543,             0.00030543
                    581,                0.39022,                0.22739,                0.81423,                0.47814,                0.17019,                0.81743,                0.86163,                0.85853,                0.85008,                0.45581,                 1.3782,                0.62642,                 1.3682,                 1.4891,                0.69718,                 1.3492,             0.00030473,             0.00030473,             0.00030473
                    582,                0.38148,                0.22271,                0.81839,                0.48989,                0.17882,                0.81717,                0.84588,                0.85746,                0.84388,                 0.4606,                 1.3842,                0.62203,                 1.3646,                 1.4929,                0.71712,                 1.3438,             0.00030402,             0.00030402,             0.00030402
                    583,                0.35752,                0.21736,                0.81217,                0.48435,                0.17679,                0.81136,                0.84403,                0.83958,                0.83368,                  0.456,                 1.3939,                0.63208,                 1.3857,                 1.4933,                0.73181,                 1.3563,             0.00030331,             0.00030331,             0.00030331
                    584,                0.38257,                0.22425,                0.81485,                0.50951,                0.20036,                0.81415,                0.85722,                0.82089,                0.84141,                0.45957,                 1.3801,                0.62936,                 1.3723,                 1.4808,                 0.7353,                 1.3462,             0.00030261,             0.00030261,             0.00030261
                    585,                0.37162,                0.21928,                0.81552,                 0.4751,                0.17378,                 0.8121,                0.84688,                0.84606,                0.84717,                 0.4638,                 1.3792,                0.63405,                 1.3725,                 1.4809,                0.72725,                 1.3493,              0.0003019,              0.0003019,              0.0003019
                    586,                0.37144,                 0.2253,                0.80764,                0.49064,                0.18282,                0.80876,                0.84264,                0.84715,                0.84956,                0.45959,                 1.3894,                0.62874,                 1.3752,                 1.4885,                0.72682,                 1.3483,             0.00030119,             0.00030119,             0.00030119
                    587,                0.40177,                  0.241,                 0.8326,                 0.4992,                0.18361,                0.83022,                0.82994,                0.81782,                0.82949,                0.45484,                 1.3962,                0.63397,                 1.3843,                 1.5023,                0.71753,                 1.3538,             0.00030049,             0.00030049,             0.00030049
                    588,                 0.3727,                 0.2198,                0.81889,                0.47168,                0.16657,                0.81715,                0.84871,                0.85543,                0.83697,                0.45638,                 1.3945,                 0.6491,                 1.3854,                 1.4991,                0.72188,                  1.353,             0.00029978,             0.00029978,             0.00029978
                    589,                 0.3609,                 0.2116,                0.80852,                0.46459,                0.16234,                0.80557,                0.86946,                0.86933,                0.84261,                0.45821,                 1.3892,                0.65064,                 1.3877,                 1.4941,                0.73395,                 1.3579,             0.00029907,             0.00029907,             0.00029907
                    590,                0.37298,                0.22274,                0.81026,                0.50775,                0.18123,                 0.8139,                0.86346,                0.84626,                 0.8348,                0.45549,                 1.3972,                0.64808,                 1.3912,                 1.4987,                0.75965,                 1.3691,             0.00029837,             0.00029837,             0.00029837
                    591,                0.37871,                  0.224,                0.81983,                0.50195,                0.18394,                0.81474,                0.85812,                0.87573,                0.85031,                0.45932,                 1.3967,                0.64767,                 1.3914,                 1.5016,                0.72951,                 1.3679,             0.00029766,             0.00029766,             0.00029766
                    592,                0.37603,                0.22817,                0.81566,                0.49843,                0.18758,                0.81406,                0.85737,                 0.8559,                0.84521,                0.46248,                 1.3896,                0.64239,                 1.3882,                 1.4954,                0.72938,                 1.3704,             0.00029695,             0.00029695,             0.00029695
                    593,                 0.3767,                0.22203,                0.80991,                0.52792,                0.18723,                0.81009,                0.87893,                0.87794,                 0.8636,                0.46599,                 1.3864,                 0.6324,                 1.3906,                  1.494,                0.71139,                 1.3682,             0.00029625,             0.00029625,             0.00029625
                    594,                0.40329,                0.24356,                0.82321,                0.52497,                0.19393,                0.82358,                0.85347,                0.86097,                0.84739,                0.46127,                 1.3876,                0.64247,                 1.3898,                 1.4936,                0.70566,                 1.3682,             0.00029554,             0.00029554,             0.00029554
                    595,                0.37123,                0.22397,                0.81217,                0.49897,                0.17727,                0.81266,                0.84209,                 0.8622,                0.85408,                 0.4702,                 1.3855,                0.62836,                 1.3815,                 1.4939,                0.68862,                 1.3626,             0.00029483,             0.00029483,             0.00029483
                    596,                 0.3827,                0.23301,                 0.8146,                0.48875,                0.17911,                0.81603,                0.81448,                0.86702,                0.84954,                0.46411,                 1.3922,                0.62991,                 1.3893,                  1.497,                0.70479,                 1.3678,             0.00029413,             0.00029413,             0.00029413
                    597,                0.37729,                0.22252,                0.81269,                0.51433,                0.18101,                0.80933,                0.82231,                0.86549,                0.84483,                0.45936,                 1.3912,                0.63015,                 1.3893,                 1.4955,                0.72668,                 1.3689,             0.00029342,             0.00029342,             0.00029342
                    598,                0.38865,                0.22659,                 0.8174,                0.49616,                0.17821,                0.81615,                0.86444,                0.84974,                0.84657,                0.45987,                 1.3872,                  0.646,                 1.3838,                  1.489,                0.75323,                 1.3669,             0.00029271,             0.00029271,             0.00029271
                    599,                0.36734,                0.21576,                0.80631,                0.47887,                0.17453,                0.80414,                0.86374,                0.86317,                0.84932,                0.46081,                 1.3865,                0.63951,                 1.3805,                 1.4791,                0.77316,                 1.3635,               0.000292,               0.000292,               0.000292
                    600,                 0.3716,                0.22182,                 0.8023,                0.52174,                0.18828,                0.80251,                0.86724,                0.87337,                0.85759,                 0.4623,                 1.3809,                0.62369,                 1.3757,                 1.4742,                 0.7512,                 1.3609,              0.0002913,              0.0002913,              0.0002913
                    601,                0.37485,                0.22433,                0.81088,                0.49799,                0.17396,                0.80661,                 0.8777,                0.84839,                0.84644,                0.46511,                 1.3844,                0.63441,                 1.3635,                 1.4748,                0.77317,                 1.3517,             0.00029059,             0.00029059,             0.00029059
                    602,                0.36595,                0.22767,                0.82656,                0.46905,                0.17806,                 0.8226,                0.82577,                0.85714,                0.83514,                0.46449,                 1.4027,                0.65902,                 1.3718,                 1.4901,                0.78556,                 1.3533,             0.00028988,             0.00028988,             0.00028988
                    603,                0.37038,                0.21934,                0.81566,                0.48966,                0.17993,                0.81294,                0.83827,                0.86611,                0.84641,                0.46291,                 1.3924,                0.66164,                 1.3634,                 1.4829,                0.76754,                  1.342,             0.00028918,             0.00028918,             0.00028918
                    604,                0.39894,                0.23418,                0.81894,                 0.5217,                0.18443,                  0.819,                0.87008,                0.87091,                0.85776,                0.47052,                 1.3986,                0.63093,                 1.3774,                 1.4845,                0.73455,                 1.3522,             0.00028847,             0.00028847,             0.00028847
                    605,                0.37751,                0.22837,                 0.8176,                0.48928,                0.18025,                0.81468,                0.87785,                0.88073,                 0.8653,                0.47758,                 1.3994,                0.62107,                 1.3838,                 1.4845,                0.71641,                 1.3576,             0.00028776,             0.00028776,             0.00028776
                    606,                0.39821,                0.23508,                0.81498,                0.54984,                0.19971,                0.81144,                0.86011,                 0.8656,                0.85862,                0.47168,                 1.3996,                0.60586,                 1.3826,                 1.4873,                0.69169,                 1.3598,             0.00028706,             0.00028706,             0.00028706
                    607,                0.38092,                 0.2236,                0.81111,                0.51467,                0.18035,                0.81025,                0.85729,                0.85502,                0.85015,                0.46695,                 1.3863,                0.60387,                 1.3792,                 1.4856,                0.66973,                 1.3632,             0.00028635,             0.00028635,             0.00028635
                    608,                0.39973,                0.23538,                0.80707,                0.54839,                0.20025,                0.80851,                0.85131,                0.88049,                0.85812,                0.47267,                 1.3827,                0.61167,                 1.3853,                  1.485,                0.68271,                 1.3574,             0.00028564,             0.00028564,             0.00028564
                    609,                 0.3609,                0.21786,                0.80582,                0.50179,                0.18104,                0.80423,                0.84666,                0.87812,                0.85041,                0.46574,                 1.3889,                0.62092,                 1.3798,                 1.4961,                0.70183,                 1.3654,             0.00028494,             0.00028494,             0.00028494
                    610,                 0.4411,                0.24328,                0.83196,                0.56043,                0.20062,                0.82803,                0.86448,                0.85732,                0.83939,                0.45888,                 1.3915,                0.62767,                 1.3688,                  1.487,                0.73581,                 1.3527,             0.00028423,             0.00028423,             0.00028423
                    611,                0.37981,                0.22413,                0.80971,                0.51732,                0.17807,                0.80674,                0.86365,                0.88463,                0.85163,                0.46786,                  1.385,                0.62593,                 1.3594,                 1.4816,                 0.7339,                 1.3477,             0.00028352,             0.00028352,             0.00028352
                    612,                0.36798,                0.22331,                0.80626,                0.48941,                0.17771,                 0.8036,                0.86529,                0.88272,                 0.8597,                0.47191,                 1.3808,                0.63572,                 1.3457,                 1.4826,                0.73255,                 1.3354,             0.00028282,             0.00028282,             0.00028282
                    613,                 0.3658,                0.21639,                0.81643,                0.47969,                 0.1818,                0.81391,                0.87242,                0.85981,                0.86143,                0.47153,                 1.3834,                0.65566,                 1.3545,                 1.4829,                0.76475,                 1.3441,             0.00028211,             0.00028211,             0.00028211
                    614,                0.36294,                0.21681,                0.81657,                0.45103,                0.15765,                0.81642,                 0.8608,                0.84767,                0.85284,                 0.4733,                 1.3862,                0.66295,                 1.3542,                 1.4873,                0.75696,                 1.3425,              0.0002814,              0.0002814,              0.0002814
                    615,                0.38788,                0.22903,                0.81771,                0.49867,                0.17917,                0.81357,                0.86697,                0.85644,                0.85453,                0.46946,                 1.3834,                0.66965,                 1.3556,                 1.4966,                0.75078,                 1.3427,             0.00028069,             0.00028069,             0.00028069
                    616,                0.37819,                0.23247,                0.81002,                0.46289,                0.17481,                  0.813,                0.83821,                0.87895,                0.85682,                0.47035,                 1.3847,                0.65173,                   1.36,                 1.4955,                0.71841,                 1.3493,             0.00027999,             0.00027999,             0.00027999
                    617,                0.38293,                0.22505,                0.79979,                0.51492,                0.17921,                0.80327,                0.88744,                0.85873,                0.87249,                0.47963,                  1.378,                0.63358,                 1.3519,                 1.4902,                0.70393,                 1.3382,             0.00027928,             0.00027928,             0.00027928
                    618,                0.38871,                0.22603,                0.81538,                0.50781,                0.17404,                0.81494,                0.87495,                0.89725,                0.87792,                0.48254,                 1.3826,                0.62525,                 1.3496,                 1.5012,                0.68035,                 1.3413,             0.00027857,             0.00027857,             0.00027857
                    619,                0.36979,                0.22312,                0.80678,                0.50356,                 0.1897,                0.80479,                 0.8883,                0.86157,                0.86384,                0.46961,                 1.3927,                 0.6391,                 1.3652,                 1.5142,                0.69241,                 1.3573,             0.00027787,             0.00027787,             0.00027787
                    620,                0.37571,                0.22554,                0.81695,                 0.5154,                0.19816,                0.81533,                0.87634,                0.86348,                0.85711,                0.46663,                 1.3868,                0.63997,                 1.3683,                 1.5049,                0.70398,                 1.3572,             0.00027716,             0.00027716,             0.00027716
                    621,                0.36533,                0.21976,                0.82198,                0.45639,                0.16974,                0.82133,                0.85773,                0.85625,                0.85996,                0.46989,                 1.3868,                0.64177,                 1.3707,                 1.5001,                0.71177,                 1.3549,             0.00027645,             0.00027645,             0.00027645
                    622,                 0.3951,                0.22687,                0.81681,                0.49779,                0.17204,                0.81704,                0.85655,                0.86962,                0.85362,                0.46649,                 1.3829,                0.63933,                 1.3673,                 1.4972,                0.71044,                 1.3508,             0.00027575,             0.00027575,             0.00027575
                    623,                0.36823,                0.22734,                0.81917,                0.46606,                0.17116,                0.81715,                0.86808,                 0.8574,                 0.8508,                0.46371,                 1.3852,                0.62758,                 1.3651,                 1.4949,                 0.7031,                 1.3514,             0.00027504,             0.00027504,             0.00027504
                    624,                0.37207,                0.21987,                0.81916,                0.47977,                0.16587,                0.81766,                0.86966,                0.85345,                0.85338,                0.47053,                 1.3828,                0.62363,                 1.3583,                 1.4889,                 0.6998,                 1.3498,             0.00027433,             0.00027433,             0.00027433
                    625,                0.36157,                0.22366,                0.82029,                0.48149,                 0.1776,                 0.8145,                0.85035,                 0.8786,                0.86462,                0.47347,                 1.3795,                0.62264,                 1.3636,                 1.4865,                0.70043,                 1.3502,             0.00027363,             0.00027363,             0.00027363
                    626,                0.37445,                0.23071,                0.81686,                0.46585,                0.16139,                0.81664,                0.86537,                0.85947,                0.86139,                0.46697,                 1.3827,                0.61483,                  1.368,                 1.4859,                0.70013,                 1.3528,             0.00027292,             0.00027292,             0.00027292
                    627,                 0.3669,                 0.2262,                0.81233,                0.47752,                0.17965,                0.81368,                0.87648,                0.85965,                0.85673,                0.46175,                 1.3909,                0.62498,                 1.3803,                 1.4946,                0.72934,                 1.3602,             0.00027221,             0.00027221,             0.00027221
                    628,                0.35638,                0.21369,                0.81585,                 0.4576,                0.15335,                0.81453,                0.85763,                0.84206,                0.84713,                0.46101,                 1.3932,                0.63461,                 1.3825,                 1.5013,                0.73266,                 1.3649,             0.00027151,             0.00027151,             0.00027151
                    629,                0.37217,                0.22562,                0.81206,                 0.4494,                0.16634,                0.81203,                0.83521,                0.87447,                0.84953,                0.46505,                 1.3944,                 0.6352,                 1.3804,                 1.5049,                 0.7274,                 1.3638,              0.0002708,              0.0002708,              0.0002708
                    630,                0.36164,                0.21623,                 0.8072,                0.46768,                0.16767,                0.80909,                0.87449,                 0.8479,                0.85661,                0.46736,                 1.4022,                0.62156,                 1.3884,                 1.4999,                0.71705,                 1.3651,             0.00027009,             0.00027009,             0.00027009
                    631,                0.36828,                0.21501,                0.80388,                0.49134,                0.17446,                0.80295,                0.89442,                0.84419,                0.86094,                0.46808,                 1.4015,                0.61736,                 1.3845,                    1.5,                0.70105,                 1.3651,             0.00026939,             0.00026939,             0.00026939
                    632,                0.36956,                0.22165,                0.81772,                0.46312,                 0.1769,                0.81522,                0.86445,                 0.8507,                0.85129,                0.46575,                 1.3792,                0.61849,                 1.3703,                 1.4907,                 0.6872,                 1.3534,             0.00026868,             0.00026868,             0.00026868
                    633,                0.35966,                0.21967,                0.80877,                 0.4764,                0.18129,                0.80882,                0.84296,                0.91701,                0.85679,                0.46949,                 1.3811,                0.61086,                 1.3764,                 1.4943,                0.67424,                  1.364,             0.00026797,             0.00026797,             0.00026797
                    634,                0.34085,                  0.212,                0.79853,                0.44772,                0.16304,                0.79787,                0.84711,                0.90771,                0.86017,                0.47407,                  1.377,                0.61518,                 1.3706,                 1.4905,                0.67609,                  1.356,             0.00026726,             0.00026726,             0.00026726
                    635,                0.34725,                0.21271,                0.80047,                0.46076,                0.16828,                0.80129,                0.88208,                 0.8516,                0.85677,                0.47036,                 1.3765,                0.62555,                 1.3601,                 1.4945,                0.69555,                 1.3492,             0.00026656,             0.00026656,             0.00026656
                    636,                0.34734,                0.20984,                0.81225,                0.48132,                0.17003,                0.81146,                0.87128,                0.86227,                0.85023,                0.47035,                 1.3757,                 0.6272,                 1.3578,                 1.4912,                 0.7054,                 1.3398,             0.00026585,             0.00026585,             0.00026585
                    637,                0.35046,                0.21505,                0.81066,                0.43337,                0.14997,                0.80862,                 0.8746,                0.85717,                0.85174,                0.46869,                 1.3808,                0.61434,                 1.3613,                 1.4953,                 0.7092,                 1.3419,             0.00026514,             0.00026514,             0.00026514
                    638,                0.36054,                0.21368,                0.81689,                0.46619,                0.16649,                0.81385,                0.87797,                0.84378,                0.84351,                0.46665,                 1.3841,                0.60719,                 1.3702,                 1.4888,                0.69712,                 1.3463,             0.00026444,             0.00026444,             0.00026444
                    639,                0.35145,                0.20988,                0.81177,                0.47331,                0.16931,                  0.814,                0.87031,                0.85065,                0.85518,                 0.4738,                 1.3963,                0.60049,                  1.386,                 1.4895,                0.68519,                  1.349,             0.00026373,             0.00026373,             0.00026373
                    640,                0.35377,                0.21281,                0.80794,                0.47208,                0.17452,                0.80901,                0.86046,                0.86135,                0.85575,                0.47214,                 1.3827,                0.59623,                  1.383,                 1.4786,                0.67222,                 1.3516,             0.00026302,             0.00026302,             0.00026302
                    641,                0.34476,                 0.2102,                0.80621,                0.43447,                0.15677,                0.80575,                0.87959,                0.86428,                0.85674,                0.47291,                 1.3837,                 0.5938,                 1.3801,                 1.4787,                0.68942,                 1.3499,             0.00026232,             0.00026232,             0.00026232
                    642,                0.35927,                0.22074,                0.81573,                0.45004,                0.18125,                0.81336,                0.86532,                0.86137,                0.85699,                0.47692,                  1.377,                 0.5976,                  1.379,                 1.4733,                 0.6969,                 1.3497,             0.00026161,             0.00026161,             0.00026161
                    643,                0.34005,                0.21151,                0.80169,                0.45655,                0.16877,                 0.8003,                0.86308,                0.87847,                0.85972,                0.48158,                 1.3781,                0.59426,                 1.3818,                 1.4765,                0.68305,                 1.3521,              0.0002609,              0.0002609,              0.0002609
                    644,                0.36402,                0.21362,                0.81115,                0.48594,                0.17252,                0.81045,                0.87194,                0.86207,                 0.8585,                0.48065,                 1.3749,                0.59772,                 1.3701,                 1.4749,                0.68316,                 1.3489,              0.0002602,              0.0002602,              0.0002602
                    645,                0.36479,                0.22147,                0.80738,                 0.4838,                0.16973,                0.80735,                0.87609,                0.84966,                0.85717,                0.47429,                 1.3819,                0.61391,                 1.3697,                 1.4847,                 0.6936,                 1.3533,             0.00025949,             0.00025949,             0.00025949
                    646,                0.34606,                0.20798,                0.80533,                0.46252,                0.16199,                 0.8017,                0.87897,                0.85523,                0.85693,                0.46881,                 1.3813,                0.63492,                 1.3765,                 1.4805,                0.71324,                 1.3526,             0.00025878,             0.00025878,             0.00025878
                    647,                0.36495,                0.21705,                0.80581,                0.50478,                 0.1747,                0.80824,                0.88315,                0.85458,                0.84457,                0.46518,                  1.375,                0.64591,                  1.368,                  1.474,                0.73574,                 1.3452,             0.00025808,             0.00025808,             0.00025808
                    648,                0.33569,                 0.2085,                0.80025,                0.43772,                0.15873,                0.79791,                0.87922,                0.84897,                0.84469,                0.47098,                   1.37,                 0.6466,                 1.3591,                 1.4687,                0.74687,                 1.3398,             0.00025737,             0.00025737,             0.00025737
                    649,                0.37283,                0.22743,                0.82704,                0.47828,                0.17999,                0.82659,                0.87874,                0.85036,                0.85111,                0.47156,                 1.3785,                0.64547,                 1.3732,                 1.4732,                0.74344,                  1.347,             0.00025666,             0.00025666,             0.00025666
                    650,                0.35175,                0.20888,                0.79826,                0.46773,                  0.164,                 0.7956,                0.87288,                0.84581,                0.85189,                0.46961,                 1.3901,                0.64531,                 1.3826,                    1.5,                0.73756,                 1.3673,             0.00025595,             0.00025595,             0.00025595
                    651,                0.33219,                0.19792,                0.80505,                0.45709,                0.16197,                0.80642,                0.87637,                0.84926,                0.84665,                0.46545,                 1.3975,                0.63461,                 1.3845,                 1.4991,                 0.7394,                 1.3691,             0.00025525,             0.00025525,             0.00025525
                    652,                 0.3672,                0.22444,                0.82359,                0.45037,                0.17216,                 0.8257,                0.86912,                0.83405,                0.85114,                0.47241,                 1.3858,                0.63599,                 1.3731,                 1.4884,                0.74202,                 1.3607,             0.00025454,             0.00025454,             0.00025454
                    653,                0.34522,                0.21669,                 0.7945,                0.46957,                0.17894,                0.79503,                0.86176,                0.85592,                 0.8469,                  0.467,                 1.3864,                0.62955,                 1.3659,                 1.4892,                0.72426,                 1.3528,             0.00025383,             0.00025383,             0.00025383
                    654,                0.36505,                0.22153,                0.81404,                0.46904,                0.17261,                0.81017,                0.86125,                 0.8539,                0.84619,                0.46405,                  1.386,                0.63066,                 1.3605,                 1.4913,                0.73612,                 1.3493,             0.00025313,             0.00025313,             0.00025313
